BASE_CASE_15_PROP_PERMX.GRDECL,BASE_CASE_16_PROP_PERMX.GRDECL,BASE_CASE_17_PROP_PERMX.GRDECL,BASE_CASE_18_PROP_PERMX.GRDECL,BASE_CASE_19_PROP_PERMX.GRDECL
177.878,177.878,177.878,177.878,177.878
274.324,274.324,274.324,274.324,274.324
72.7032,72.7032,72.7032,72.7032,72.7032
71.6173,71.6173,71.6173,71.6173,71.6173
70.1008,70.1008,70.1008,70.1008,70.1008
66.2708,66.2708,66.2708,66.2708,66.2708
39.8587,39.8587,39.8587,39.8587,39.8587
36.6081,36.6081,36.6081,36.6081,36.6081
33.3418,33.3418,33.3418,33.3418,33.3418
70.2634,70.2634,70.2634,70.2634,70.2634
37.6244,37.6244,37.6244,37.6244,37.6244
51.0685,51.0685,51.0685,51.0685,51.0685
37.8066,37.8066,37.8066,37.8066,37.8066
54.2526,54.2526,54.2526,54.2526,54.2526
36.2336,36.2336,36.2336,36.2336,36.2336
122.926,122.926,122.926,122.926,122.926
110.857,110.857,110.857,110.857,110.857
122.214,122.214,122.214,122.214,122.214
159.556,159.556,159.556,159.556,159.556
228.666,228.666,228.666,228.666,228.666
184.094,184.094,184.094,184.094,184.094
201.673,201.673,201.673,201.673,201.673
280.32,280.32,280.32,280.32,280.32
294.767,294.767,294.767,294.767,294.767
259.371,259.371,259.371,259.371,259.371
281.633,281.633,281.633,281.633,281.633
61.9932,61.9932,61.9932,61.9932,61.9932
49.6358,49.6358,49.6358,49.6358,49.6358
122.853,122.853,122.853,122.853,122.853
59.6128,59.6128,59.6128,59.6128,59.6128
97.3604,97.3604,97.3604,97.3604,97.3604
53.604,53.604,53.604,53.604,53.604
41.9646,41.9646,41.9646,41.9646,41.9646
35.7497,35.7497,35.7497,35.7497,35.7497
84.3361,84.3361,84.3361,84.3361,84.3361
96.4328,96.4328,96.4328,96.4328,96.4328
121.578,121.578,121.578,121.578,121.578
70.5793,70.5793,70.5793,70.5793,70.5793
36.3938,36.3938,36.3938,36.3938,36.3938
36.6372,36.6372,36.6372,36.6372,36.6372
30.8524,30.8524,30.8524,30.8524,30.8524
39.6373,39.6373,39.6373,39.6373,39.6373
105.639,105.639,105.639,105.639,105.639
71.4545,71.4545,71.4545,71.4545,71.4545
90.1501,90.1501,90.1501,90.1501,90.1501
94.7531,94.7531,94.7531,94.7531,94.7531
41.5399,41.5399,41.5399,41.5399,41.5399
33.7029,33.7029,33.7029,33.7029,33.7029
60.4002,60.4002,60.4002,60.4002,60.4002
37.8968,37.8968,37.8968,37.8968,37.8968
36.3269,36.3269,36.3269,36.3269,36.3269
67.0331,67.0331,67.0331,67.0331,67.0331
123.996,123.996,123.996,123.996,123.996
154.097,154.097,154.097,154.097,154.097
59.602,59.602,59.602,59.602,59.602
36.2038,36.2038,36.2038,36.2038,36.2038
19.2464,19.2464,19.2464,19.2464,19.2464
36.624,36.624,36.624,36.624,36.624
56.7618,56.7618,56.7618,56.7618,56.7618
33.9234,33.9234,33.9234,33.9234,33.9234
36.7703,36.7703,36.7703,36.7703,36.7703
40.4606,40.4606,40.4606,40.4606,40.4606
26.2289,26.2289,26.2289,26.2289,26.2289
35.8787,35.8787,35.8787,35.8787,35.8787
58.8789,58.8789,58.8789,58.8789,58.8789
112.37,112.37,112.37,112.37,112.37
110.804,110.804,110.804,110.804,110.804
124.256,124.256,124.256,124.256,124.256
97.7265,97.7265,97.7265,97.7265,97.7265
117.61,117.61,117.61,117.61,117.61
56.7621,56.7621,56.7621,56.7621,56.7621
56.7718,56.7718,56.7718,56.7718,56.7718
68.5661,68.5661,68.5661,68.5661,68.5661
48.9388,48.9388,48.9388,48.9388,48.9388
56.774,56.774,56.774,56.774,56.774
61.7182,61.7182,61.7182,61.7182,61.7182
110.587,110.587,110.587,110.587,110.587
85.7324,85.7324,85.7324,85.7324,85.7324
59.2481,59.2481,59.2481,59.2481,59.2481
16.9165,16.9165,16.9165,16.9165,16.9165
23.3009,23.3009,23.3009,23.3009,23.3009
19.9992,19.9992,19.9992,19.9992,19.9992
31.7566,31.7566,31.7566,31.7566,31.7566
34.1844,34.1844,34.1844,34.1844,34.1844
48.9601,48.9601,48.9601,48.9601,48.9601
72.4749,72.4749,72.4749,72.4749,72.4749
36.8706,36.8706,36.8706,36.8706,36.8706
44.525,44.525,44.525,44.525,44.525
51.0521,51.0521,51.0521,51.0521,51.0521
112.66,112.66,112.66,112.66,112.66
87.2768,87.2768,87.2768,87.2768,87.2768
134.187,134.187,134.187,134.187,134.187
76.874,76.874,76.874,76.874,76.874
84.5344,84.5344,84.5344,84.5344,84.5344
49.8047,49.8047,49.8047,49.8047,49.8047
95.2714,95.2714,95.2714,95.2714,95.2714
84.9315,84.9315,84.9315,84.9315,84.9315
94.9892,94.9892,94.9892,94.9892,94.9892
62.854,62.854,62.854,62.854,62.854
85.8083,85.8083,85.8083,85.8083,85.8083
113.33,113.33,113.33,113.33,113.33
117.171,117.171,117.171,117.171,117.171
37.6467,37.6467,37.6467,37.6467,37.6467
41.9587,41.9587,41.9587,41.9587,41.9587
32.7503,32.7503,32.7503,32.7503,32.7503
33.3289,33.3289,33.3289,33.3289,33.3289
32.011,32.011,32.011,32.011,32.011
33.8962,33.8962,33.8962,33.8962,33.8962
70.3823,70.3823,70.3823,70.3823,70.3823
84.2646,84.2646,84.2646,84.2646,84.2646
31.6248,31.6248,31.6248,31.6248,31.6248
34.3157,34.3157,34.3157,34.3157,34.3157
85.4271,85.4271,85.4271,85.4271,85.4271
111.671,111.671,111.671,111.671,111.671
211.949,211.949,211.949,211.949,211.949
272.099,272.099,272.099,272.099,272.099
199.163,199.163,199.163,199.163,199.163
97.1969,97.1969,97.1969,97.1969,97.1969
85.2062,85.2062,85.2062,85.2062,85.2062
61.2045,61.2045,61.2045,61.2045,61.2045
93.6377,93.6377,93.6377,93.6377,93.6377
136.842,136.842,136.842,136.842,136.842
70.2848,70.2848,70.2848,70.2848,70.2848
105.091,105.091,105.091,105.091,105.091
112.087,112.087,112.087,112.087,112.087
72.2407,72.2407,72.2407,72.2407,72.2407
40.2218,40.2218,40.2218,40.2218,40.2218
31.3234,31.3234,31.3234,31.3234,31.3234
47.705,47.705,47.705,47.705,47.705
70.1129,70.1129,70.1129,70.1129,70.1129
86.5032,86.5032,86.5032,86.5032,86.5032
69.1845,69.1845,69.1845,69.1845,69.1845
84.9405,84.9405,84.9405,84.9405,84.9405
94.6158,94.6158,94.6158,94.6158,94.6158
149.259,149.259,149.259,149.259,149.259
94.353,94.353,94.353,94.353,94.353
88.4655,88.4655,88.4655,88.4655,88.4655
124.679,124.679,124.679,124.679,124.679
265.567,265.567,265.567,265.567,265.567
274.512,274.512,274.512,274.512,274.512
150.08,150.08,150.08,150.08,150.08
94.5,94.5,94.5,94.5,94.5
93.8512,93.8512,93.8512,93.8512,93.8512
58.5881,58.5881,58.5881,58.5881,58.5881
155.346,155.346,155.346,155.346,155.346
163.068,163.068,163.068,163.068,163.068
174.723,174.723,174.723,174.723,174.723
94.703,94.703,94.703,94.703,94.703
68.1103,68.1103,68.1103,68.1103,68.1103
56.156,56.156,56.156,56.156,56.156
33.7524,33.7524,33.7524,33.7524,33.7524
32.4169,32.4169,32.4169,32.4169,32.4169
68.4018,68.4018,68.4018,68.4018,68.4018
86.0829,86.0829,86.0829,86.0829,86.0829
86.062,86.062,86.062,86.062,86.062
55.2209,55.2209,55.2209,55.2209,55.2209
110.428,110.428,110.428,110.428,110.428
94.8554,94.8554,94.8554,94.8554,94.8554
88.8449,88.8449,88.8449,88.8449,88.8449
94.9943,94.9943,94.9943,94.9943,94.9943
85.6654,85.6654,85.6654,85.6654,85.6654
198.488,198.488,198.488,198.488,198.488
209.88,209.88,209.88,209.88,209.88
282.609,282.609,282.609,282.609,282.609
215.174,215.174,215.174,215.174,215.174
203.008,203.008,203.008,203.008,203.008
165.617,165.617,165.617,165.617,165.617
95.9496,95.9496,95.9496,95.9496,95.9496
111.566,111.566,111.566,111.566,111.566
150.875,150.875,150.875,150.875,150.875
152.445,152.445,152.445,152.445,152.445
50.517,50.517,50.517,50.517,50.517
58.7437,58.7437,58.7437,58.7437,58.7437
70.2862,70.2862,70.2862,70.2862,70.2862
19.1539,19.1539,19.1539,19.1539,19.1539
36.5185,36.5185,36.5185,36.5185,36.5185
89.9098,89.9098,89.9098,89.9098,89.9098
112.315,112.315,112.315,112.315,112.315
93.7707,93.7707,93.7707,93.7707,93.7707
68.9162,68.9162,68.9162,68.9162,68.9162
122.954,122.954,122.954,122.954,122.954
124.298,124.298,124.298,124.298,124.298
174.679,174.679,174.679,174.679,174.679
123.128,123.128,123.128,123.128,123.128
114.081,114.081,114.081,114.081,114.081
152.579,152.579,152.579,152.579,152.579
135.518,135.518,135.518,135.518,135.518
168.639,168.639,168.639,168.639,168.639
274.442,274.442,274.442,274.442,274.442
235.991,235.991,235.991,235.991,235.991
202.853,202.853,202.853,202.853,202.853
155.233,155.233,155.233,155.233,155.233
89.8973,89.8973,89.8973,89.8973,89.8973
67.2524,67.2524,67.2524,67.2524,67.2524
95.6423,95.6423,95.6423,95.6423,95.6423
37.3778,37.3778,37.3778,37.3778,37.3778
48.7864,48.7864,48.7864,48.7864,48.7864
48.8107,48.8107,48.8107,48.8107,48.8107
37.4179,37.4179,37.4179,37.4179,37.4179
62.2875,62.2875,62.2875,62.2875,62.2875
85.6529,85.6529,85.6529,85.6529,85.6529
87.3644,87.3644,87.3644,87.3644,87.3644
103.716,103.716,103.716,103.716,103.716
77.913,77.913,77.913,77.913,77.913
158.904,158.904,158.904,158.904,158.904
198.005,198.005,198.005,198.005,198.005
159.662,159.662,159.662,159.662,159.662
132.713,132.713,132.713,132.713,132.713
123.009,123.009,123.009,123.009,123.009
112.766,112.766,112.766,112.766,112.766
103.733,103.733,103.733,103.733,103.733
187.207,187.207,187.207,187.207,187.207
243.124,243.124,243.124,243.124,243.124
173.343,173.343,173.343,173.343,173.343
189.521,189.521,189.521,189.521,189.521
151.316,151.316,151.316,151.316,151.316
202.707,202.707,202.707,202.707,202.707
123.045,123.045,123.045,123.045,123.045
76.2454,76.2454,76.2454,76.2454,76.2454
48.7422,48.7422,48.7422,48.7422,48.7422
44.8337,44.8337,44.8337,44.8337,44.8337
68.5365,68.5365,68.5365,68.5365,68.5365
36.6684,36.6684,36.6684,36.6684,36.6684
30.8187,30.8187,30.8187,30.8187,30.8187
36.1942,36.1942,36.1942,36.1942,36.1942
58.5608,58.5608,58.5608,58.5608,58.5608
39.4441,39.4441,39.4441,39.4441,39.4441
68.4408,68.4408,68.4408,68.4408,68.4408
124.053,124.053,124.053,124.053,124.053
123.225,123.225,123.225,123.225,123.225
123.01,123.01,123.01,123.01,123.01
150.756,150.756,150.756,150.756,150.756
172.181,172.181,172.181,172.181,172.181
202.904,202.904,202.904,202.904,202.904
216.562,216.562,216.562,216.562,216.562
158.104,158.104,158.104,158.104,158.104
227.551,227.551,227.551,227.551,227.551
188.641,188.641,188.641,188.641,188.641
175.388,175.388,175.388,175.388,175.388
274.487,274.487,274.487,274.487,274.487
122.924,122.924,122.924,122.924,122.924
160.34,160.34,160.34,160.34,160.34
36.1614,36.1614,36.1614,36.1614,36.1614
59.1436,59.1436,59.1436,59.1436,59.1436
71.7141,71.7141,71.7141,71.7141,71.7141
49.69,49.69,49.69,49.69,49.69
59.3057,59.3057,59.3057,59.3057,59.3057
72.7661,72.7661,72.7661,72.7661,72.7661
36.3163,36.3163,36.3163,36.3163,36.3163
36.7681,36.7681,36.7681,36.7681,36.7681
65.0073,65.0073,65.0073,65.0073,65.0073
69.5705,69.5705,69.5705,69.5705,69.5705
66.554,66.554,66.554,66.554,66.554
68.1914,68.1914,68.1914,68.1914,68.1914
148.204,148.204,148.204,148.204,148.204
96.6542,96.6542,96.6542,96.6542,96.6542
202.197,202.197,202.197,202.197,202.197
202.926,202.926,202.926,202.926,202.926
175.141,175.141,175.141,175.141,175.141
122.617,122.617,122.617,122.617,122.617
159.134,159.134,159.134,159.134,159.134
207.96,207.96,207.96,207.96,207.96
194.459,194.459,194.459,194.459,194.459
122.49,122.49,122.49,122.49,122.49
166.046,166.046,166.046,166.046,166.046
164.609,164.609,164.609,164.609,164.609
23.2597,23.2597,23.2597,23.2597,23.2597
33.8861,33.8861,33.8861,33.8861,33.8861
37.9746,37.9746,37.9746,37.9746,37.9746
38.5054,38.5054,38.5054,38.5054,38.5054
46.0938,46.0938,46.0938,46.0938,46.0938
60.1474,60.1474,60.1474,60.1474,60.1474
37.8531,37.8531,37.8531,37.8531,37.8531
46.338,46.338,46.338,46.338,46.338
50.961,50.961,50.961,50.961,50.961
36.0625,36.0625,36.0625,36.0625,36.0625
36.7218,36.7218,36.7218,36.7218,36.7218
70.5262,70.5262,70.5262,70.5262,70.5262
92.9717,92.9717,92.9717,92.9717,92.9717
111.084,111.084,111.084,111.084,111.084
131.477,131.477,131.477,131.477,131.477
128.891,128.891,128.891,128.891,128.891
86.9835,86.9835,86.9835,86.9835,86.9835
197.452,197.452,197.452,197.452,197.452
111.233,111.233,111.233,111.233,111.233
169.278,169.278,169.278,169.278,169.278
121.605,121.605,121.605,121.605,121.605
94.5493,94.5493,94.5493,94.5493,94.5493
121.094,121.094,121.094,121.094,121.094
76.6421,76.6421,76.6421,76.6421,76.6421
13.8151,13.8151,13.8151,13.8151,13.8151
20.9911,20.9911,20.9911,20.9911,20.9911
14.7169,14.7169,14.7169,14.7169,14.7169
31.6888,31.6888,31.6888,31.6888,31.6888
63.9624,63.9624,63.9624,63.9624,63.9624
68.6092,68.6092,68.6092,68.6092,68.6092
57.0443,57.0443,57.0443,57.0443,57.0443
69.9421,69.9421,69.9421,69.9421,69.9421
62.293,62.293,62.293,62.293,62.293
67.1366,67.1366,67.1366,67.1366,67.1366
55.7426,55.7426,55.7426,55.7426,55.7426
151.011,151.011,151.011,151.011,151.011
174.185,174.185,174.185,174.185,174.185
123.775,123.775,123.775,123.775,123.775
215.77,215.77,215.77,215.77,215.77
161.449,161.449,161.449,161.449,161.449
121.2,121.2,121.2,121.2,121.2
67.1436,67.1436,67.1436,67.1436,67.1436
76.683,76.683,76.683,76.683,76.683
156.092,156.092,156.092,156.092,156.092
125.952,125.952,125.952,125.952,125.952
87.7391,87.7391,87.7391,87.7391,87.7391
86.9297,86.9297,86.9297,86.9297,86.9297
87.9134,87.9134,87.9134,87.9134,87.9134
12.0644,12.0644,12.0644,12.0644,12.0644
19.5178,19.5178,19.5178,19.5178,19.5178
26.6346,26.6346,26.6346,26.6346,26.6346
24.2597,24.2597,24.2597,24.2597,24.2597
51.0,51.0,51.0,51.0,51.0
65.9704,65.9704,65.9704,65.9704,65.9704
77.9385,77.9385,77.9385,77.9385,77.9385
50.2714,50.2714,50.2714,50.2714,50.2714
53.4149,53.4149,53.4149,53.4149,53.4149
33.2553,33.2553,33.2553,33.2553,33.2553
74.802,74.802,74.802,74.802,74.802
124.501,124.501,124.501,124.501,124.501
124.096,124.096,124.096,124.096,124.096
211.842,211.842,211.842,211.842,211.842
240.617,240.617,240.617,240.617,240.617
181.955,181.955,181.955,181.955,181.955
117.528,117.528,117.528,117.528,117.528
159.657,159.657,159.657,159.657,159.657
110.935,110.935,110.935,110.935,110.935
157.934,157.934,157.934,157.934,157.934
113.355,113.355,113.355,113.355,113.355
60.1795,60.1795,60.1795,60.1795,60.1795
50.502,50.502,50.502,50.502,50.502
100.948,100.948,100.948,100.948,100.948
15.3092,15.3092,15.3092,15.3092,15.3092
32.3915,32.3915,32.3915,32.3915,32.3915
51.0718,51.0718,51.0718,51.0718,51.0718
33.8887,33.8887,33.8887,33.8887,33.8887
58.9319,58.9319,58.9319,58.9319,58.9319
55.71,55.71,55.71,55.71,55.71
124.702,124.702,124.702,124.702,124.702
114.826,114.826,114.826,114.826,114.826
59.0905,59.0905,59.0905,59.0905,59.0905
68.5206,68.5206,68.5206,68.5206,68.5206
161.007,161.007,161.007,161.007,161.007
175.293,175.293,175.293,175.293,175.293
202.1,202.1,202.1,202.1,202.1
183.98,183.98,183.98,183.98,183.98
202.311,202.311,202.311,202.311,202.311
129.026,129.026,129.026,129.026,129.026
159.758,159.758,159.758,159.758,159.758
93.6041,93.6041,93.6041,93.6041,93.6041
123.374,123.374,123.374,123.374,123.374
162.716,162.716,162.716,162.716,162.716
160.529,160.529,160.529,160.529,160.529
89.0856,89.0856,89.0856,89.0856,89.0856
112.406,112.406,112.406,112.406,112.406
111.598,111.598,111.598,111.598,111.598
44.104,44.104,44.104,44.104,44.104
93.5855,93.5855,93.5855,93.5855,93.5855
82.9494,82.9494,82.9494,82.9494,82.9494
69.0124,69.0124,69.0124,69.0124,69.0124
54.9735,54.9735,54.9735,54.9735,54.9735
70.3067,70.3067,70.3067,70.3067,70.3067
158.668,158.668,158.668,158.668,158.668
196.629,196.629,196.629,196.629,196.629
153.67,153.67,153.67,153.67,153.67
191.672,191.672,191.672,191.672,191.672
174.491,174.491,174.491,174.491,174.491
86.2312,86.2312,86.2312,86.2312,86.2312
159.21,159.21,159.21,159.21,159.21
94.8181,94.8181,94.8181,94.8181,94.8181
154.613,154.613,154.613,154.613,154.613
124.698,124.698,124.698,124.698,124.698
189.611,189.611,189.611,189.611,189.611
236.371,236.371,236.371,236.371,236.371
213.34,213.34,213.34,213.34,213.34
202.721,202.721,202.721,202.721,202.721
163.45,163.45,163.45,163.45,163.45
154.62,154.62,154.62,154.62,154.62
186.451,186.451,186.451,186.451,186.451
198.338,198.338,198.338,198.338,198.338
190.263,190.263,190.263,190.263,190.263
112.626,112.626,112.626,112.626,112.626
117.405,117.405,117.405,117.405,117.405
117.954,117.954,117.954,117.954,117.954
155.326,155.326,155.326,155.326,155.326
199.782,199.782,199.782,199.782,199.782
274.462,274.462,274.462,274.462,274.462
292.73,292.73,292.73,292.73,292.73
245.728,245.728,245.728,245.728,245.728
117.124,117.124,117.124,117.124,117.124
73.3567,73.3567,73.3567,73.3567,73.3567
70.0001,70.0001,70.0001,70.0001,70.0001
86.4585,86.4585,86.4585,86.4585,86.4585
94.5239,94.5239,94.5239,94.5239,94.5239
91.0346,91.0346,91.0346,91.0346,91.0346
168.078,168.078,168.078,168.078,168.078
216.287,216.287,216.287,216.287,216.287
282.639,282.639,282.639,282.639,282.639
258.627,258.627,258.627,258.627,258.627
200.45,200.45,200.45,200.45,200.45
252.075,252.075,252.075,252.075,252.075
175.081,175.081,175.081,175.081,175.081
196.745,196.745,196.745,196.745,196.745
274.334,274.334,274.334,274.334,274.334
143.482,143.482,143.482,143.482,143.482
174.629,174.629,174.629,174.629,174.629
155.444,155.444,155.444,155.444,155.444
205.163,205.163,205.163,205.163,205.163
190.034,190.034,190.034,190.034,190.034
189.67,189.67,189.67,189.67,189.67
220.741,220.741,220.741,220.741,220.741
202.946,202.946,202.946,202.946,202.946
216.883,216.883,216.883,216.883,216.883
175.257,175.257,175.257,175.257,175.257
78.7397,78.7397,78.7397,78.7397,78.7397
69.1822,69.1822,69.1822,69.1822,69.1822
85.9935,85.9935,85.9935,85.9935,85.9935
177.886,177.886,177.886,177.886,177.886
167.134,167.134,167.134,167.134,167.134
189.83,189.83,189.83,189.83,189.83
282.353,282.353,282.353,282.353,282.353
271.956,271.956,271.956,271.956,271.956
282.756,282.756,282.756,282.756,282.756
208.517,208.517,208.517,208.517,208.517
198.226,198.226,198.226,198.226,198.226
216.65,216.65,216.65,216.65,216.65
169.751,169.751,169.751,169.751,169.751
278.19,278.19,278.19,278.19,278.19
106.392,106.392,106.392,106.392,106.392
140.536,140.536,140.536,140.536,140.536
253.313,253.313,253.313,253.313,253.313
185.598,185.598,185.598,185.598,185.598
199.992,199.992,199.992,199.992,199.992
277.77,277.77,277.77,277.77,277.77
287.122,287.122,287.122,287.122,287.122
215.064,215.064,215.064,215.064,215.064
193.87,193.87,193.87,193.87,193.87
175.99,175.99,175.99,175.99,175.99
195.121,195.121,195.121,195.121,195.121
174.487,174.487,174.487,174.487,174.487
124.142,124.142,124.142,124.142,124.142
156.135,156.135,156.135,156.135,156.135
148.19,148.19,148.19,148.19,148.19
185.048,185.048,185.048,185.048,185.048
282.378,282.378,282.378,282.378,282.378
293.756,293.756,293.756,293.756,293.756
366.823,366.823,366.823,366.823,366.823
289.561,289.561,289.561,289.561,289.561
198.437,198.437,198.437,198.437,198.437
241.85,241.85,241.85,241.85,241.85
274.448,274.448,274.448,274.448,274.448
292.639,292.639,292.639,292.639,292.639
68.6619,68.6619,68.6619,68.6619,68.6619
116.503,116.503,116.503,116.503,116.503
47.6722,47.6722,47.6722,47.6722,47.6722
37.1717,37.1717,37.1717,37.1717,37.1717
33.9265,33.9265,33.9265,33.9265,33.9265
16.7548,16.7548,16.7548,16.7548,16.7548
15.3756,15.3756,15.3756,15.3756,15.3756
36.0324,36.0324,36.0324,36.0324,36.0324
24.116,24.116,24.116,24.116,24.116
37.9942,37.9942,37.9942,37.9942,37.9942
60.494,60.494,60.494,60.494,60.494
53.3352,53.3352,53.3352,53.3352,53.3352
38.524,38.524,38.524,38.524,38.524
50.9083,50.9083,50.9083,50.9083,50.9083
37.5801,37.5801,37.5801,37.5801,37.5801
56.9348,56.9348,56.9348,56.9348,56.9348
119.2,119.2,119.2,119.2,119.2
263.324,263.324,263.324,263.324,263.324
138.141,138.141,138.141,138.141,138.141
122.844,122.844,122.844,122.844,122.844
100.438,100.438,100.438,100.438,100.438
86.8416,86.8416,86.8416,86.8416,86.8416
41.9238,41.9238,41.9238,41.9238,41.9238
27.8024,27.8024,27.8024,27.8024,27.8024
84.3011,84.3011,84.3011,84.3011,84.3011
93.759,93.759,93.759,93.759,93.759
33.9342,33.9342,33.9342,33.9342,33.9342
16.6274,16.6274,16.6274,16.6274,16.6274
30.8562,30.8562,30.8562,30.8562,30.8562
16.4177,16.4177,16.4177,16.4177,16.4177
19.2711,19.2711,19.2711,19.2711,19.2711
20.6514,20.6514,20.6514,20.6514,20.6514
35.5132,35.5132,35.5132,35.5132,35.5132
68.6825,68.6825,68.6825,68.6825,68.6825
58.3118,58.3118,58.3118,58.3118,58.3118
94.171,94.171,94.171,94.171,94.171
63.466,63.466,63.466,63.466,63.466
50.506,50.506,50.506,50.506,50.506
50.9895,50.9895,50.9895,50.9895,50.9895
52.4013,52.4013,52.4013,52.4013,52.4013
83.244,83.244,83.244,83.244,83.244
188.415,188.415,188.415,188.415,188.415
120.557,120.557,120.557,120.557,120.557
62.5292,62.5292,62.5292,62.5292,62.5292
94.75,94.75,94.75,94.75,94.75
120.461,120.461,120.461,120.461,120.461
122.968,122.968,122.968,122.968,122.968
54.2542,54.2542,54.2542,54.2542,54.2542
58.8403,58.8403,58.8403,58.8403,58.8403
36.1534,36.1534,36.1534,36.1534,36.1534
36.5196,36.5196,36.5196,36.5196,36.5196
24.6867,24.6867,24.6867,24.6867,24.6867
13.8537,13.8537,13.8537,13.8537,13.8537
26.6397,26.6397,26.6397,26.6397,26.6397
36.3738,36.3738,36.3738,36.3738,36.3738
35.8782,35.8782,35.8782,35.8782,35.8782
39.8159,39.8159,39.8159,39.8159,39.8159
36.614,36.614,36.614,36.614,36.614
42.3024,42.3024,42.3024,42.3024,42.3024
91.8124,91.8124,91.8124,91.8124,91.8124
68.4818,68.4818,68.4818,68.4818,68.4818
50.1323,50.1323,50.1323,50.1323,50.1323
54.9016,54.9016,54.9016,54.9016,54.9016
68.4147,68.4147,68.4147,68.4147,68.4147
96.8302,96.8302,96.8302,96.8302,96.8302
188.93,188.93,188.93,188.93,188.93
75.3513,75.3513,75.3513,75.3513,75.3513
70.3019,70.3019,70.3019,70.3019,70.3019
122.769,122.769,122.769,122.769,122.769
180.334,180.334,180.334,180.334,180.334
120.732,120.732,120.732,120.732,120.732
154.127,154.127,154.127,154.127,154.127
65.426,65.426,65.426,65.426,65.426
41.8937,41.8937,41.8937,41.8937,41.8937
48.8636,48.8636,48.8636,48.8636,48.8636
17.0599,17.0599,17.0599,17.0599,17.0599
12.7596,12.7596,12.7596,12.7596,12.7596
31.7632,31.7632,31.7632,31.7632,31.7632
35.8346,35.8346,35.8346,35.8346,35.8346
54.7094,54.7094,54.7094,54.7094,54.7094
50.5956,50.5956,50.5956,50.5956,50.5956
33.8741,33.8741,33.8741,33.8741,33.8741
50.9619,50.9619,50.9619,50.9619,50.9619
68.2576,68.2576,68.2576,68.2576,68.2576
120.751,120.751,120.751,120.751,120.751
118.444,118.444,118.444,118.444,118.444
50.8351,50.8351,50.8351,50.8351,50.8351
68.6366,68.6366,68.6366,68.6366,68.6366
55.159,55.159,55.159,55.159,55.159
52.1527,52.1527,52.1527,52.1527,52.1527
69.5511,69.5511,69.5511,69.5511,69.5511
50.6079,50.6079,50.6079,50.6079,50.6079
45.5085,45.5085,45.5085,45.5085,45.5085
70.833,70.833,70.833,70.833,70.833
86.704,86.704,86.704,86.704,86.704
133.385,133.385,133.385,133.385,133.385
34.6162,34.6162,34.6162,34.6162,34.6162
36.5608,36.5608,36.5608,36.5608,36.5608
23.364,23.364,23.364,23.364,23.364
11.8939,11.8939,11.8939,11.8939,11.8939
16.1189,16.1189,16.1189,16.1189,16.1189
49.7447,49.7447,49.7447,49.7447,49.7447
50.1868,50.1868,50.1868,50.1868,50.1868
55.5814,55.5814,55.5814,55.5814,55.5814
39.4566,39.4566,39.4566,39.4566,39.4566
41.9557,41.9557,41.9557,41.9557,41.9557
36.6724,36.6724,36.6724,36.6724,36.6724
116.303,116.303,116.303,116.303,116.303
88.8683,88.8683,88.8683,88.8683,88.8683
94.3293,94.3293,94.3293,94.3293,94.3293
71.649,71.649,71.649,71.649,71.649
100.192,100.192,100.192,100.192,100.192
99.2939,99.2939,99.2939,99.2939,99.2939
50.0785,50.0785,50.0785,50.0785,50.0785
38.886,38.886,38.886,38.886,38.886
25.0251,25.0251,25.0251,25.0251,25.0251
48.848,48.848,48.848,48.848,48.848
48.5195,48.5195,48.5195,48.5195,48.5195
46.6817,46.6817,46.6817,46.6817,46.6817
121.385,121.385,121.385,121.385,121.385
40.2206,40.2206,40.2206,40.2206,40.2206
36.1303,36.1303,36.1303,36.1303,36.1303
31.7391,31.7391,31.7391,31.7391,31.7391
18.4772,18.4772,18.4772,18.4772,18.4772
19.2565,19.2565,19.2565,19.2565,19.2565
49.0712,49.0712,49.0712,49.0712,49.0712
69.2595,69.2595,69.2595,69.2595,69.2595
60.5036,60.5036,60.5036,60.5036,60.5036
57.1743,57.1743,57.1743,57.1743,57.1743
68.0114,68.0114,68.0114,68.0114,68.0114
88.8523,88.8523,88.8523,88.8523,88.8523
120.425,120.425,120.425,120.425,120.425
118.157,118.157,118.157,118.157,118.157
73.2557,73.2557,73.2557,73.2557,73.2557
173.761,173.761,173.761,173.761,173.761
121.586,121.586,121.586,121.586,121.586
50.6314,50.6314,50.6314,50.6314,50.6314
64.5788,64.5788,64.5788,64.5788,64.5788
37.9589,37.9589,37.9589,37.9589,37.9589
33.8408,33.8408,33.8408,33.8408,33.8408
51.0027,51.0027,51.0027,51.0027,51.0027
86.219,86.219,86.219,86.219,86.219
105.501,105.501,105.501,105.501,105.501
112.558,112.558,112.558,112.558,112.558
33.0654,33.0654,33.0654,33.0654,33.0654
35.9651,35.9651,35.9651,35.9651,35.9651
20.0972,20.0972,20.0972,20.0972,20.0972
13.1966,13.1966,13.1966,13.1966,13.1966
26.9266,26.9266,26.9266,26.9266,26.9266
25.8486,25.8486,25.8486,25.8486,25.8486
36.5884,36.5884,36.5884,36.5884,36.5884
36.8005,36.8005,36.8005,36.8005,36.8005
54.1911,54.1911,54.1911,54.1911,54.1911
144.066,144.066,144.066,144.066,144.066
110.986,110.986,110.986,110.986,110.986
91.072,91.072,91.072,91.072,91.072
86.4956,86.4956,86.4956,86.4956,86.4956
